spec_id,file,pl_name,spec_type,authors,instrument,facility,bibcode,n_points,n_usable,wave_min,wave_max,obs_date_min,obs_date_max
1586,16-86-90-81__WASP_166_b_3.12399_5951_2.tbl,WASP-166 b,Transmission,Mayo et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...50M,110,110,0.85798,2.81671,,
1587,38-58-06-44__WASP_166_b_3.12399_5951_1.tbl,WASP-166 b,Transmission,Mayo et al. 2025,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...50M,119,119,0.85337,2.81537,,
1588,67-60-20-08__WASP_166_b_3.12399_5951_4.tbl,WASP-166 b,Transmission,Mayo et al. 2025,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025AJ....170...50M,132,132,2.8094,5.16399,,
1589,12-24-43-29__Kepler_51_d_3.2966_5961_1.tbl,Kepler-51 d,Transmission,Libby-Roberts et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..221L,408,408,0.60146,5.29655,,
1590,83-37-38-97__HR_8799_b_3.11390_5962_1.tbl,HR 8799 b,Direct Imaging,Xuan et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1000...27X,2222,2167,2.87076,4.08372,2460502.5,2460502.5
1591,17-53-54-68__HR_8799_b_3.11390_5962_2.tbl,HR 8799 b,Direct Imaging,Xuan et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1000...27X,2142,1949,4.17844,5.26932,2460502.5,2460502.5
1592,61-64-92-29__HR_8799_c_3.11391_5962_3.tbl,HR 8799 c,Direct Imaging,Xuan et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1000...27X,2222,2015,2.87076,3.9986,2460502.5,2460502.5
1593,45-51-63-13__HR_8799_c_3.11391_5962_4.tbl,HR 8799 c,Direct Imaging,Xuan et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1000...27X,2142,2100,4.09388,5.26932,2460502.5,2460502.5
1594,20-12-85-00__HR_8799_d_3.11392_5962_5.tbl,HR 8799 d,Direct Imaging,Xuan et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1000...27X,2222,2011,2.87076,3.99636,2460502.5,2460502.5
1595,67-62-25-28__HR_8799_d_3.11392_5962_6.tbl,HR 8799 d,Direct Imaging,Xuan et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1000...27X,2142,2099,4.09444,5.26932,2460502.5,2460502.5
1596,92-28-94-39__HR_8799_e_3.11393_5962_7.tbl,HR 8799 e,Direct Imaging,Xuan et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1000...27X,2222,2022,2.87076,4.00252,2460502.5,2460502.5
1597,79-20-99-08__HR_8799_e_3.11393_5962_8.tbl,HR 8799 e,Direct Imaging,Xuan et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1000...27X,2142,2086,4.10172,5.26932,2460502.5,2460502.5
1598,75-17-03-70__LP_791_18_c_3.12458_5963_1.tbl,LP 791-18 c,Transmission,Roy et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026NatAs..10..371R,40,40,0.69255,5.12169,,
1599,17-68-59-71__TOI_5205_b_3.17776_5968_1.tbl,TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..260C,470,470,0.52145,5.58219,,
1600,10-79-44-89__TOI_5205_b_3.17776_5968_2.tbl,TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..260C,470,470,0.52241,5.58434,,
1601,55-15-26-52__TOI_5205_b_3.17776_5968_3.tbl,TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..260C,470,470,0.52025,5.57927,,
1602,86-72-24-68__TOI_5205_b_3.17776_5968_4.tbl,TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..260C,470,470,0.52177,5.58279,,
1603,27-13-91-38__TOI_5205_b_3.17776_5968_5.tbl,TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..260C,470,470,0.52121,5.5816,,
1604,85-30-33-17__TOI_5205_b_3.17776_5968_6.tbl,TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..260C,470,470,0.52273,5.58512,,
1605,54-23-92-23__TOI_5205_b_3.17776_5968_7.tbl,TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..260C,470,470,0.52291,5.58571,,
1606,22-72-02-16__TOI_5205_b_3.17776_5968_8.tbl,TOI-5205 b,Transmission,Ca&ntilde;as et al. 2026,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..260C,470,470,0.52273,5.58512,,
1607,06-34-35-34__GJ_3473_b_3.12612_5969_1.tbl,GJ 3473 b,Eclipse,Holmberg et al. 2026,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..251H,1,1,15.0,15.0,,
1608,00-39-78-89__eps_Ind_A_b_3.12456_5978_1.tbl,eps Ind A b,Direct Imaging,Matthews et al. 2026,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026arXiv260308780M,3,3,10.575,15.5,2460805.5,2460805.5
1609,89-68-34-60__AF_Lep_b_3.18764_5101_1.tbl,AF Lep b,Direct Imaging,De Rosa et al. 2023,SPHERE - IFS and IRDIS,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,2023A&A...672A..94D,27,27,1.239,2.253,2459872.5,2459872.5
1610,30-36-80-38__AF_Lep_b_3.18764_5100_1.tbl,AF Lep b,Direct Imaging,Mesa et al. 2023,SPHERE - IFS and IRDIS,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,2023A&A...672A..93M,36,36,0.941,2.251,2459868.5,2459868.5
1611,77-83-07-56__HD_86226_c_3.12569_5977_1.tbl,HD 86226 c,Transmission,Kahle et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025A&A...701A.184K,27,27,1.13,1.65,,
1612,36-49-84-11__HD_86226_c_3.12569_5977_2.tbl,HD 86226 c,Transmission,Kahle et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025A&A...701A.184K,21,21,1.133,1.637,,
1613,46-20-64-48__Kappa_And_b_3.11572_5987_1.tbl,kap And b,Direct Imaging,Godoy et al. 2025,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2025A&A...702A...4G,3,3,10.575,15.5,2460206.5,2460206.5
1614,21-55-10-87__WASP_96_b_3.11667_5995_1.tbl,WASP-96 b,Transmission,Wang et al. 2026,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171..147W,278,278,0.60599,2.82401,,
1615,12-32-75-74__TIC_159527171_b_3.13030_4875_1.tbl,BD+60 1417 b,Direct Imaging,Faherty et al. 2021,SpeX Prism,Infrared Telescope Facility,2021ApJ...923...48F,811,811,0.68606,2.53938,2459218.5,2459218.5
1616,56-96-64-57__Kepler_51_b_3.362_4859_1.tbl,Kepler-51 b,Transmission,Libby-Roberts et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....159...57L,20,20,1.164,1.613,,
1617,12-33-18-46__Kepler_51_b_3.362_4859_2.tbl,Kepler-51 b,Transmission,Libby-Roberts et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....159...57L,20,20,1.164,1.613,,
1618,37-20-48-02__Kepler_51_d_3.2966_4859_3.tbl,Kepler-51 d,Transmission,Libby-Roberts et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....159...57L,20,20,1.164,1.613,,
1619,62-45-28-79__Kepler_51_d_3.2966_4859_4.tbl,Kepler-51 d,Transmission,Libby-Roberts et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....159...57L,20,20,1.164,1.613,,
1620,87-27-68-80__HD_97658_b_3.11371_5996_1.tbl,HD 97658 b,Transmission,Guo et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....159..239G,28,28,1.132,1.641,,
1621,00-01-16-47__L98_59_b_3.12372_5988_1.tbl,L 98-59 b,Transmission,Zhou et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022AJ....164..203Z,25,25,1.1263,1.6294,,
1622,34-24-31-13__L98_59_b_3.12372_5988_2.tbl,L 98-59 b,Transmission,Zhou et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022AJ....164..203Z,25,25,1.1263,1.6294,,
1623,78-87-14-18__L98_59_b_3.12372_5988_3.tbl,L 98-59 b,Transmission,Zhou et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022AJ....164..203Z,25,25,1.1263,1.6294,,
1624,00-94-72-35__L98_59_b_3.12372_5988_4.tbl,L 98-59 b,Transmission,Zhou et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022AJ....164..203Z,25,25,1.1263,1.6294,,
1625,57-93-01-93__L98_59_b_3.12372_5988_5.tbl,L 98-59 b,Transmission,Zhou et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022AJ....164..203Z,25,25,1.1263,1.6294,,
1626,41-58-67-76__L98_59_b_3.12372_5988_6.tbl,L 98-59 b,Transmission,Zhou et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022AJ....164..203Z,25,25,1.1263,1.6294,,
1627,73-81-83-11__HD_97658_b_3.11371_5996_2.tbl,HD 97658 b,Transmission,Guo et al. 2020,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2020AJ....159..239G,10,10,0.553,0.992,,
1628,73-00-24-95__HD_97658_b_3.11371_5996_3.tbl,HD 97658 b,Transmission,Guo et al. 2020,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2020AJ....159..239G,10,10,0.553,0.992,,
1629,84-44-11-34__HD_97658_b_3.11371_5996_4.tbl,HD 97658 b,Transmission,Guo et al. 2020,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2020AJ....159..239G,10,10,0.553,0.992,,
1630,24-78-86-68__LTT_1445_A_b_3.12411_5999_1.tbl,LTT 1445 A b,Transmission,Bennett et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169..111B,25,25,1.1355,1.6395,,
1631,28-70-46-14__LTT_1445_A_b_3.12411_5999_2.tbl,LTT 1445 A b,Transmission,Bennett et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....169..111B,11,11,0.39948,0.96479,,
1632,75-03-63-68__HD_106315_c_3.11995_6000_1.tbl,HD 106315 c,Transmission,Kreidberg et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022AJ....164..124K,21,21,1.138,1.638,,
1633,48-49-12-24__HD_106315_c_3.11995_6000_2.tbl,HD 106315 c,Transmission,Kreidberg et al. 2022,Kepler CCD Array,The Kepler Mission,2022AJ....164..124K,1,1,0.66,0.66,,
1634,89-75-15-93__HD_106315_c_3.11995_6000_3.tbl,HD 106315 c,Transmission,Kreidberg et al. 2022,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2022AJ....164..124K,1,1,4.5,4.5,,
1635,98-38-78-48__HAT_P_44_b_3.11676_6004_2.tbl,HAT-P-44 b,Transmission,Claringbold et al. 2026,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,2026MNRAS.547ag384C,20,20,0.505,0.864,,
1636,09-71-36-09__HD_97658_b_3.11371_5996_5.tbl,HD 97658 b,Transmission,Guo et al. 2020,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2020AJ....159..239G,11,11,3.6,4.5,,
1637,97-26-76-77__HIP_41378_b_3.11908_6001_1.tbl,HIP 41378 b,Transmission,Brande et al. 2024,Wide Field Camera 3,Hubble Space Telescope satellite,2024ApJ...961L..23B,10,10,1.175,1.625,,
1638,79-32-39-05__HAT_P_41_b_3.11534_6003_1.tbl,HAT-P-41 b,Transmission,Sheppard et al. 2021,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2021AJ....161...51S,30,30,0.32,0.566,,
1639,17-59-28-25__HAT_P_41_b_3.11534_6003_2.tbl,HAT-P-41 b,Transmission,Sheppard et al. 2021,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2021AJ....161...51S,17,17,0.541,0.907,,
1640,19-11-96-10__HAT_P_41_b_3.11534_6003_3.tbl,HAT-P-41 b,Transmission,Sheppard et al. 2021,Wide Field Camera 3,Hubble Space Telescope satellite,2021AJ....161...51S,29,29,1.132,1.652,,
1641,75-69-13-87__HAT_P_41_b_3.11534_6003_4.tbl,HAT-P-41 b,Transmission,Sheppard et al. 2021,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2021AJ....161...51S,2,2,3.6,4.5,,
1642,23-44-70-62__HAT_P_44_b_3.11676_6004_1.tbl,HAT-P-44 b,Transmission,Claringbold et al. 2026,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,2026MNRAS.547ag384C,20,20,0.505,0.864,,
1643,27-02-93-55__TOI_824_b_3.12602_6002_1.tbl,TOI-824 b,Eclipse,Roy et al. 2022,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2022ApJ...941...89R,2,2,3.55,4.49,2458809.5,2458809.5
1644,67-88-65-23__NGTS_2_b_3.12216_6018_1.tbl,NGTS-2 b,Transmission,Fairman et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026MNRAS.548ag528F,61,61,2.77674,5.16407,,
1645,30-22-97-43__NGTS_2_b_3.12216_6018_2.tbl,NGTS-2 b,Transmission,Fairman et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026MNRAS.548ag528F,239,239,2.77301,5.1663,,
1646,92-01-66-78__NGTS_2_b_3.12216_6018_3.tbl,NGTS-2 b,Transmission,Fairman et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026MNRAS.548ag528F,61,61,2.77652,5.17966,,
1647,78-69-91-42__NGTS_2_b_3.12216_6018_4.tbl,NGTS-2 b,Transmission,Fairman et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026MNRAS.548ag528F,241,241,2.76616,5.1661,,
1648,85-85-05-29__LTT_9779_b_3.12596_6011_1.tbl,LTT 9779 b,Eclipse,Dragomir et al. 2020,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2020ApJ...903L...6D,2,2,3.6,4.5,2458541.53906,2458562.13302
1649,67-76-08-52__LTT_9779_b_3.12596_6019_1.tbl,LTT 9779 b,Transmission,Crossfield et al. 2020,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2020ApJ...903L...7C,2,2,3.6,4.5,,
1650,65-51-75-31__WASP_127_b_3.11973_6012_1.tbl,WASP-127 b,Transmission,Spake et al. 2021,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2021MNRAS.500.4042S,15,15,0.3299,0.5634,,
1651,37-77-08-47__WASP_127_b_3.11973_6012_2.tbl,WASP-127 b,Transmission,Spake et al. 2021,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2021MNRAS.500.4042S,20,20,0.555,0.96125,,
1652,54-70-32-65__WASP_127_b_3.11973_6012_3.tbl,WASP-127 b,Transmission,Spake et al. 2021,Wide Field Camera 3,Hubble Space Telescope satellite,2021MNRAS.500.4042S,28,28,1.1317,1.6303,,
1653,97-27-05-95__KELT_20_b_3.12080_6020_1.tbl,KELT-20 b,Transmission,Chachan et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....170..234C,30,30,0.815,1.655,,
1654,19-30-37-94__KELT_20_b_3.12080_6020_2.tbl,KELT-20 b,Transmission,Chachan et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....170..234C,30,30,0.21,0.79,,
1655,46-67-48-74__KELT_20_b_3.12080_6020_3.tbl,KELT-20 b,Transmission,Chachan et al. 2025,Wide Field Camera 3,Hubble Space Telescope satellite,2025AJ....170..234C,30,30,0.21,0.79,,
1656,95-33-83-54__COCONUTS_2_b_3.12783_6008_1.tbl,COCONUTS-2 b,Direct Imaging,Kiman et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026AJ....171...60K,3270,3234,2.87984,5.14108,,
1657,80-57-18-05__WASP_18_b_3.11447_6021_1.tbl,WASP-18 b,Eclipse,Deline et al. 2025,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2025A&A...699A.150D,4,4,3.6,8.0,,
1658,45-64-48-23__TOI_1130_b_3.12513_6013_1.tbl,TOI-1130 b,Transmission,Barat et al. 2026,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1002L..32B,40,40,0.87286,2.76578,,
1659,44-50-59-23__TOI_1130_b_3.12513_6013_2.tbl,TOI-1130 b,Transmission,Barat et al. 2026,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1002L..32B,2,2,0.73662,0.92579,,
1660,54-81-79-30__TOI_1130_b_3.12513_6013_3.tbl,TOI-1130 b,Transmission,Barat et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1002L..32B,29,29,2.72026,3.68127,,
1661,95-15-13-89__TOI_1130_b_3.12513_6013_4.tbl,TOI-1130 b,Transmission,Barat et al. 2026,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2026ApJ..1002L..32B,39,39,3.84409,5.12929,,
1662,61-57-73-44__WASP_96_b_3.11667_6014_1.tbl,WASP-96 b,Transmission,Yip et al. 2021,Wide Field Camera 3,Hubble Space Telescope satellite,2021AJ....161....4Y,38,38,0.8125,1.62945,,
1663,96-42-34-98__WASP_96_b_3.11667_6014_2.tbl,WASP-96 b,Transmission,Yip et al. 2021,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2021AJ....161....4Y,2,2,3.6,4.5,,
1664,34-26-43-79__WASP_96_b_3.11667_6014_3.tbl,WASP-96 b,Transmission,Yip et al. 2021,TESS CCD Array,Transiting Exoplanet Survey Satellite,2021AJ....161....4Y,1,1,0.8,0.8,,
1665,37-63-04-69__WASP_43_b_3.11469_6022_1.tbl,WASP-43 b,Eclipse,Fraine et al. 2021,Wide Field Camera 3,Hubble Space Telescope satellite,2021AJ....161..269F,1,1,0.584,0.584,2458667.510405,2458667.510405
1666,25-36-46-79__GJ_436_b_3.10974_6023_1.tbl,GJ 436 b,Eclipse,Morley et al. 2017,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2017AJ....153...86M,2,2,3.6,4.5,,
1667,98-97-20-39__K2_33_b_3.8940_6034_1.tbl,K2-33 b,Transmission,Thao et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2023AJ....165...23T,2,2,3.6,4.5,,
1668,97-88-44-97__K2_33_b_3.8940_6034_2.tbl,K2-33 b,Transmission,Thao et al. 2023,Wide Field Camera 3,Hubble Space Telescope satellite,2023AJ....165...23T,15,15,1.1092,1.6589,,
1669,79-62-13-90__HAT_P_12_b_3.10993_6027_1.tbl,HAT-P-12 b,Transmission,Alexoudi et al. 2018,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2018A&A...620A.142A,17,17,0.38,0.965,,
1670,81-70-89-90__GJ_436_b_3.10974_6026_1.tbl,GJ 436 b,Transmission,Lothringer et al. 2018,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2018AJ....155...66L,10,10,0.5526,0.9918,,
1671,20-91-66-44__WASP_19_b_3.11448_6025_1.tbl,WASP-19 b,Transmission,Sedaghati et al. 2017,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,2017Natur.549..238S,35,35,0.44,0.61,,
1672,60-34-97-55__WASP_19_b_3.11448_6025_2.tbl,WASP-19 b,Transmission,Sedaghati et al. 2017,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,2017Natur.549..238S,62,62,0.541,0.846,,
1673,96-60-29-82__WASP_19_b_3.11448_6025_3.tbl,WASP-19 b,Transmission,Sedaghati et al. 2017,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,2017Natur.549..238S,58,58,0.745,1.03,,
1674,23-93-49-64__HAT_P_32_b_3.11017_6024_1.tbl,HAT-P-32 b,Transmission,Damiano et al. 2017,Wide Field Camera 3,Hubble Space Telescope satellite,2017AJ....154...39D,20,20,1.1381,1.6323,,
1675,69-72-21-91__HAT_P_32_b_3.11017_6024_2.tbl,HAT-P-32 b,Transmission,Damiano et al. 2017,Wide Field Camera 3,Hubble Space Telescope satellite,2017AJ....154...39D,20,20,1.1381,1.6323,,
1676,76-15-48-23__Qatar_1_b_3.11424_6037_1.tbl,Qatar-1 b,Eclipse,Keating et al. 2020,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2020AJ....159..225K,2,2,3.6,4.5,2458236.5,2458240.5
1677,83-28-14-84__WASP_43_b_3.11469_6038_1.tbl,WASP-43 b,Eclipse,May &amp; Stevenson 2020,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2020AJ....160..140M,1,1,4.5,4.5,,
1678,51-91-17-00__WASP_33_b_3.11460_4120_2.tbl,WASP-33 b,Eclipse,Haynes et al. 2015,Wide Field Camera 3,Hubble Space Telescope satellite,2015ApJ...806..146H,11,11,1.155,1.606,2456256.905,2456256.905
1679,13-51-40-07__WASP_12_b_3.11441_6039_1.tbl,WASP-12 b,Eclipse,Swain et al. 2013,Wide Field Camera 3,Hubble Space Telescope satellite,2013Icar..225..432S,110,110,1.1306,1.636,,
1680,16-67-35-91__WASP_12_b_3.11441_6039_2.tbl,WASP-12 b,Transmission,Swain et al. 2013,Wide Field Camera 3,Hubble Space Telescope satellite,2013Icar..225..432S,110,110,1.1306,1.636,,
1681,61-91-30-78__HD_80606_b_3.11343_6040_1.tbl,HD 80606 b,Eclipse,de Wit et al. 2016,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2016ApJ...820L..33D,2,2,4.5,8.0,2455202.5,2455202.5
1682,00-21-32-40__HD_209458_b_3.11218_6041_1.tbl,HD 209458 b,Transmission,Tsiaras et al. 2016,Wide Field Camera 3,Hubble Space Telescope satellite,2016ApJ...832..202T,25,25,1.127,1.6185,,
1683,16-80-09-91__WASP_43_b_3.11469_6042_1.tbl,WASP-43 b,Eclipse,Stevenson et al. 2017,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2017AJ....153...68S,2,2,3.6,4.5,2455772.5045,2455773.3182
1684,64-95-17-19__WASP_43_b_3.11469_6042_2.tbl,WASP-43 b,Transmission,Stevenson et al. 2017,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2017AJ....153...68S,2,2,3.6,4.5,,
1685,62-50-09-44__WASP_33_b_3.11460_4779_1.tbl,WASP-33 b,Eclipse,Zhang et al. 2018,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2018AJ....155...83Z,2,2,3.6,4.5,2456028.5,2456082.5
1686,13-03-91-08__WASP_33_b_3.11460_4779_2.tbl,WASP-33 b,Transmission,Zhang et al. 2018,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2018AJ....155...83Z,2,2,3.6,4.5,,
1687,81-97-26-05__HD_149026_b_3.11121_4779_1.tbl,HD 149026 b,Eclipse,Zhang et al. 2018,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2018AJ....155...83Z,2,2,3.6,4.5,2455659.5,2455659.5
1688,49-83-54-48__HD_149026_b_3.11121_4779_2.tbl,HD 149026 b,Transmission,Zhang et al. 2018,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2018AJ....155...83Z,2,2,3.6,4.5,,
1689,68-00-47-82__WASP_52_b_3.11565_6043_1.tbl,WASP-52 b,Transmission,Bruno et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018AJ....156..124B,19,19,1.129,1.631,,
1690,94-72-62-01__WASP_52_b_3.11565_6043_2.tbl,WASP-52 b,Transmission,Bruno et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018AJ....156..124B,19,19,1.129,1.631,,
1691,13-49-13-51__WASP_52_b_3.11565_6043_3.tbl,WASP-52 b,Transmission,Bruno et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018AJ....156..124B,19,19,1.129,1.631,,
1692,81-69-11-48__TRAPPIST_1_c_3.11877_6044_1.tbl,TRAPPIST-1 c,Transmission,Zhang et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018AJ....156..178Z,12,12,1.1505,1.6613,,
1693,61-17-26-88__TRAPPIST_1_b_3.11876_6044_1.tbl,TRAPPIST-1 b,Transmission,Zhang et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018AJ....156..178Z,12,12,1.1505,1.6613,,
1694,89-30-39-55__TRAPPIST_1_d_3.11878_6044_1.tbl,TRAPPIST-1 d,Transmission,Zhang et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018AJ....156..178Z,12,12,1.1465,1.6572,,
1695,83-20-38-87__TRAPPIST_1_g_3.11992_6044_1.tbl,TRAPPIST-1 g,Transmission,Zhang et al. 2018,Wide Field Camera 3,Hubble Space Telescope satellite,2018AJ....156..178Z,12,12,1.1377,1.6485,,
