spec_id,file,pl_name,spec_type,authors,instrument,facility,bibcode,n_points,n_usable,wave_min,wave_max,obs_date_min,obs_date_max
390,26-89-18-65__HAT_P_1_b_3.11003_4091_1.tbl,HAT-P-1 b,Eclipse,de Mooij et al. 2011,LIRIS,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,2011A&A...528A..49D,1,1,2.2,2.2,,
391,19-79-20-79__HAT_P_1_b_3.11003_3403_1.tbl,HAT-P-1 b,Transmission,Wakeford et al. 2013,Wide Field Camera 3,Hubble Space Telescope satellite,2013MNRAS.435.3481W,28,28,1.1269,1.6453,,
392,59-70-04-48__HAT_P_1_b_3.11003_3598_1.tbl,HAT-P-1 b,Transmission,Nikolov et al. 2014,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2014MNRAS.437...46N,14,14,0.335,0.97,,
393,44-89-24-45__HAT_P_1_b_3.11003_3717_2.tbl,HAT-P-1 b,Transmission,Sing et al. 2016,Wide Field Camera 3,Hubble Space Telescope satellite,2016Natur.529...59S,17,17,1.1347,1.6555,,
394,05-43-71-24__HAT_P_23_b_3.11007_3531_2.tbl,HAT-P-23 b,Transmission,Ciceri et al. 2015,DLR-MKIII camera,Calar Alto Observatory's 1.2 meter Telescope,2015A&A...577A..54C,7,7,0.6469,0.6469,,
395,28-76-53-69__HAT_P_26_b_3.11010_3723_1.tbl,HAT-P-26 b,Transmission,Stevenson et al. 2016,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2016ApJ...817..141S,2,2,3.6,4.5,,
396,35-47-36-32__HAT_P_26_b_3.11010_3723_2.tbl,HAT-P-26 b,Transmission,Stevenson et al. 2016,LDSS-3C,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),2016ApJ...817..141S,23,23,0.7188,0.9937,,
397,62-82-45-00__HAT_P_26_b_3.11010_4163_3.tbl,HAT-P-26 b,Transmission,Wakeford et al. 2017,Wide Field Camera 3,Hubble Space Telescope satellite,2017Sci...356..628W,18,18,0.847,1.617,,
398,51-55-23-57__HAT_P_32_b_3.11017_3465_2.tbl,HAT-P-32 b,Eclipse,Zhao et al. 2014,Wide-field Infra-Red Camera (WIRC),California Institute of Technology 5.1m (200inch) Hale Telescope at Palomar Observatory,2014ApJ...796..115Z,2,2,1.635,2.15,,
399,38-31-21-94__WASP_101_b_3.11672_3942_1.tbl,WASP-101 b,Transmission,Wakeford et al. 2017,Wide Field Camera 3,Hubble Space Telescope satellite,2017ApJ...835L..12W,15,15,1.1425,1.6325,,
400,49-61-31-51__K2_3_b_3.11741_3773_1.tbl,K2-3 b,Transmission,Beichman et al. 2016,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2016ApJ...822...39B,1,1,4.5,4.5,,
401,36-24-45-11__WASP_74_b_3.11772_4289_1.tbl,WASP-74 b,Transmission,Mancini et al. 2019,DFOSC,Danish 1.54m telescope at European Southern Observatory,2019MNRAS.485.5168M,1,1,0.798,0.798,,
402,26-73-62-03__K2_18_b_3.11793_4609_2.tbl,K2-18 b,Transmission,Benneke et al. 2019,Kepler CCD camera,The Kepler Mission,2019ApJ...887L..14B,1,1,0.66,0.66,,
403,30-14-58-15__GJ_1132_b_3.11819_3971_1.tbl,GJ 1132 b,Transmission,Southworth et al. 2017,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,2017AJ....153..191S,4,4,0.477,0.9134,,
404,05-45-36-57__GJ_1132_b_3.11819_4749_1.tbl,GJ 1132 b,Transmission,Swain et al. 2021,Wide Field Camera 3,Hubble Space Telescope satellite,2021AJ....161..213S,94,94,1.13,1.637,,
405,01-66-80-64__WASP_76_b_3.11846_4623_1.tbl,WASP-76 b,Eclipse,Edwards et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....160....8E,25,25,1.12625,1.62945,,
406,59-97-87-96__WASP_127_b_3.11973_4164_2.tbl,WASP-127 b,Transmission,Chen et al. 2018,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,2018A&A...616A.145C,86,86,0.5242,1.013,,
407,12-55-85-99__Kepler_18_c_3.132_3665_1.tbl,Kepler-18 c,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
408,58-53-59-97__Kepler_410_A_b_3.136_3665_2.tbl,Kepler-410 A b,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
409,91-57-69-02__Kepler_94_b_3.159_3665_1.tbl,Kepler-94 b,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
410,54-87-06-03__Kepler_94_b_3.159_3665_2.tbl,Kepler-94 b,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
411,50-30-70-66__Kepler_32_d_3.1803_3665_1.tbl,Kepler-32 d,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
412,45-43-90-00__Kepler_49_c_3.196_3665_2.tbl,Kepler-49 c,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,3,3,4.5,4.5,,
413,22-22-36-31__Kepler_49_c_3.196_3665_1.tbl,Kepler-49 c,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
414,84-22-06-87__Kepler_26_c_3.203_3665_1.tbl,Kepler-26 c,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
415,41-40-22-66__Kepler_102_d_3.204_3665_1.tbl,Kepler-102 d,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
416,63-21-77-31__Kepler_11_e_3.207_3665_1.tbl,Kepler-11 e,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
417,21-73-66-34__Kepler_25_c_3.209_3665_2.tbl,Kepler-25 c,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
418,22-92-45-34__Kepler_37_d_3.211_3665_1.tbl,Kepler-37 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
419,34-50-46-14__Kepler_25_b_3.213_3665_1.tbl,Kepler-25 b,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,3,3,4.5,4.5,,
420,47-24-51-88__TrES_2_b_3.237_3153_1.tbl,TrES-2 b,Eclipse,Christiansen et al. 2011,High Resolution Imager (HRI),Deep Impact spacecraft,2011ApJ...726...94C,1,1,0.65,0.65,,
421,63-30-39-38__Kepler_18_d_3.245_3665_2.tbl,Kepler-18 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
422,22-98-30-95__Kepler_104_d_3.252_3665_2.tbl,Kepler-104 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
423,18-38-45-87__Kepler_126_d_3.262_3665_1.tbl,Kepler-126 d,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
424,00-04-41-57__Kepler_126_d_3.262_3665_2.tbl,Kepler-126 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
425,54-58-35-79__Kepler_138_c_3.302_3665_1.tbl,Kepler-138 c,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
426,63-05-34-51__Kepler_22_b_3.35_3665_1.tbl,Kepler-22 b,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,1,1,4.5,4.5,,
427,46-94-89-59__Kepler_5_b_3.4_4096_1.tbl,Kepler-5 b,Eclipse,D&eacute;sert et al. 2011,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2011ApJS..197...11D,2,2,3.6,4.5,,
428,71-12-09-52__HAT_P_18_b_3.11001_3989_1.tbl,HAT-P-18 b,Transmission,Kirk et al. 2017,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,2017MNRAS.468.3907K,17,17,0.48745,0.91245,,
429,04-80-62-07__WASP_12_b_3.11441_3583_1.tbl,WASP-12 b,Transmission,Mandell et al. 2013,Wide Field Camera 3,Hubble Space Telescope satellite,2013ApJ...779..128M,19,19,1.145,1.633,,
430,60-66-73-70__WASP_48_b_3.11473_3531_2.tbl,WASP-48 b,Transmission,Ciceri et al. 2015,BUSCA,Calar Alto Observatory's 2.2 meter Telescope,2015A&A...577A..54C,4,4,0.3585,0.7886,,
431,54-28-38-72__WASP_67_b_3.11547_3450_3.tbl,WASP-67 b,Transmission,Mancini et al. 2014,DFOSC,Danish 1.54m telescope at European Southern Observatory,2014A&A...568A.127M,1,1,0.6489,0.6489,,
432,09-16-59-96__K2_3_b_3.11741_3773_2.tbl,K2-3 b,Transmission,Beichman et al. 2016,Kepler CCD Array,The Kepler Mission,2016ApJ...822...39B,1,1,0.6,0.6,,
433,22-99-00-10__Kepler_249_d_3.1799_3665_2.tbl,Kepler-249 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
434,74-33-69-86__GJ_3470_b_3.11524_3570_1.tbl,GJ 3470 b,Transmission,Fukui et al. 2013,,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,2013ApJ...770...95F,3,3,0.4858,0.7886,,
435,88-04-35-06__WASP_80_b_3.11585_3637_2.tbl,WASP-80 b,Transmission,Fukui et al. 2014,,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,2014ApJ...790..108F,6,6,0.48,0.8,,
436,00-82-32-03__K2_3_c_3.11742_3773_2.tbl,K2-3 c,Transmission,Beichman et al. 2016,Kepler CCD Array,The Kepler Mission,2016ApJ...822...39B,1,1,0.6,0.6,,
437,92-59-94-02__GJ_1132_b_3.11819_3971_2.tbl,GJ 1132 b,Transmission,Southworth et al. 2017,PISCO,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),2017AJ....153..191S,2,2,0.475,0.775,,
438,09-62-02-13__KELT_11_b_3.12023_4706_1.tbl,KELT-11 b,Transmission,Changeat et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....160..260C,25,25,1.1262,1.6294,,
439,75-83-53-68__KOI_13_b_3.155_3665_2.tbl,KOI-13 b,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
440,80-55-72-33__Kepler_68_b_3.175_3665_1.tbl,Kepler-68 b,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
441,60-70-13-96__Kepler_20_d_3.20_3665_1.tbl,Kepler-20 d,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
442,54-65-04-70__Kepler_127_d_3.212_3665_1.tbl,Kepler-127 d,Transmission,D&eacute;sert et al. 2015,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2015ApJ...804...59D,2,2,4.5,4.5,,
443,70-51-04-19__GJ_1214_b_3.10969_3620_1.tbl,GJ 1214 b,Transmission,Croll et al. 2011,WIRCam,Canada-France-Hawaii Telescope,2011ApJ...736...78C,8,8,1.25,2.15,,
444,93-21-56-53__HAT_P_14_b_3.10996_3790_4.tbl,HAT-P-14 b,Transmission,Fukui et al. 2016,Keplercam,Fred Lawrence Whipple Observatory's 1.2 meter Telescope,2016ApJ...819...27F,1,1,0.773,0.773,,
445,86-71-53-80__HAT_P_3_b_3.11023_3991_3.tbl,HAT-P-3 b,Transmission,Ricci et al. 2017,MEXMAN,National Autonomous University of Mexico (UNAM) 0.84m Telescope at El Observatorio Astronomico Nacional/Sierra San Pedro Martir (OAN/SPM),2017PASP..129f4401R,3,3,0.538,0.894,,
446,41-58-68-41__HD_209458_b_3.11218_4103_1.tbl,HD 209458 b,Eclipse,Crossfield et al. 2012,Multiband Imaging Photometer (MIPS),Spitzer Space Telescope satellite,2012ApJ...752...81C,1,1,24.0,24.0,,
447,69-16-16-93__WASP_17_b_3.11446_3584_1.tbl,WASP-17 b,Transmission,Wood et al. 2011,GIRAFFE,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Kueyen (UT2) at Paranal Observatory,2011MNRAS.412.2376W,2,2,0.58899,0.58959,,
448,65-31-22-32__WASP_19_b_3.11448_4089_1.tbl,WASP-19 b,Eclipse,Gibson et al. 2010,High Acuity Wide-field K-band Imager (HAWK-I),European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,2010MNRAS.404L.114G,1,1,2.095,2.095,,
449,97-09-63-32__WASP_39_b_3.11466_3717_2.tbl,WASP-39 b,Transmission,Sing et al. 2016,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2016Natur.529...59S,33,33,0.33,0.965,,
450,62-86-80-83__WASP_43_b_3.11469_3638_2.tbl,WASP-43 b,Transmission,Kreidberg et al. 2014,Wide Field Camera 3,Hubble Space Telescope satellite,2014ApJ...793L..27K,22,22,1.1465,1.6305,,
451,14-18-97-21__XO_2_N_b_3.11481_3666_1.tbl,XO-2 N b,Transmission,Zellem et al. 2015,Mont4k CCD,Steward Observatory's 1.5 meter Kuiper Telescope,2015ApJ...810...11Z,13,13,0.36,0.44,,
452,67-26-77-06__K2_18_b_3.11793_4609_3.tbl,K2-18 b,Transmission,Benneke et al. 2019,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2019ApJ...887L..14B,2,2,3.54,4.49,,
453,23-95-72-26__HAT_P_4_b_3.11024_4109_1.tbl,HAT-P-4 b,Eclipse,Todorov et al. 2013,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2013ApJ...770..102T,2,2,3.6,4.5,,
454,46-16-27-60__HD_149026_b_3.11121_4073_1.tbl,HD 149026 b,Eclipse,Harrington et al. 2007,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2007Natur.447..691H,1,1,8.0,8.0,,
455,44-67-39-09__HD_149026_b_3.11121_5160_1.tbl,HD 149026 b,Eclipse,Bean et al. 2023,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2023Natur.618...43B,140,140,2.36,5.02,,
456,63-80-01-28__HD_189733_b_3.11185_4076_3.tbl,HD 189733 b,Eclipse,Charbonneau et al. 2008,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2008ApJ...686.1341C,4,4,3.6,8.0,,
457,74-28-28-99__HD_189733_b_3.11185_4076_1.tbl,HD 189733 b,Eclipse,Charbonneau et al. 2008,Multiband Imaging Photometer (MIPS),Spitzer Space Telescope satellite,2008ApJ...686.1341C,1,1,24.0,24.0,,
458,56-34-08-21__HD_189733_b_3.11185_4078_1.tbl,HD 189733 b,Eclipse,Swain et al. 2009,Near Infrared Camera and Multi-Object Spectrometer (NICMOS),Hubble Space Telescope satellite,2009ApJ...690L.114S,18,18,1.476,2.446,,
459,54-79-32-42__HD_189733_b_3.11185_3427_1.tbl,HD 189733 b,Transmission,D&eacute;sert et al. 2011,Infrared Array camera (IRAC),Spitzer Space Telescope satellite,2011A&A...526A..12D,1,1,3.6,3.6,,
460,48-71-08-74__HD_189733_b_3.11185_3590_6.tbl,HD 189733 b,Transmission,Pont et al. 2013,Advanced Camera for Surveys,Hubble Space Telescope satellite,2013MNRAS.432.2917P,10,10,0.575,1.025,,
461,36-89-75-53__HD_189733_b_3.11185_3590_4.tbl,HD 189733 b,Transmission,Pont et al. 2013,Near Infrared Camera and Multi-Object Spectrometer,Hubble Space Telescope satellite,2013MNRAS.432.2917P,22,22,1.492,2.468,,
462,99-17-91-50__HD_189733_b_3.11185_3590_1.tbl,HD 189733 b,Transmission,Pont et al. 2013,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2013MNRAS.432.2917P,16,16,0.33,0.6321,,
463,50-39-88-36__HD_189733_b_3.11185_3593_1.tbl,HD 189733 b,Transmission,Sing et al. 2011,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2011MNRAS.416.1443S,5,5,0.33,0.545,,
464,99-86-63-34__HD_189733_b_3.11185_3642_1.tbl,HD 189733 b,Transmission,Swain et al. 2008,Near Infrared Camera and Multi-Object Spectrometer,Hubble Space Telescope satellite,2008NATUR.452..329S,18,18,1.484,2.463,,
465,21-73-61-46__HD_189733_b_3.11185_3676_1.tbl,HD 189733 b,Transmission,Angerhausen et al. 2015,HIPO,Stratospheric Observatory For Infrared Astronomy,2015JATIS...1c4002A,2,2,0.4407,0.9222,,
466,49-53-13-93__HD_189733_b_3.11185_3717_4.tbl,HD 189733 b,Transmission,Sing et al. 2016,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2016Natur.529...59S,2,2,3.55,4.5,,
467,19-17-34-02__Kepler_6_b_3.10_4096_1.tbl,Kepler-6 b,Eclipse,D&eacute;sert et al. 2011,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2011ApJS..197...11D,2,2,3.6,4.5,,
468,72-96-25-49__Kepler_20_c_3.101_3665_2.tbl,Kepler-20 c,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
469,94-76-47-41__55_Cnc_e_3.10924_3724_2.tbl,55 Cnc e,Transmission,Demory et al. 2016,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2016MNRAS.455.2018D,6,6,4.5,4.5,,
470,14-77-50-86__CoRoT_1_b_3.10951_2066_1.tbl,CoRoT-1 b,Eclipse,Rogers et al. 2009,Near-Infrared Camera & Fabry-Perot Spectrometer (NIC-FPS),Astrophysical Research Consortium (ARC) 3.5m Telescope At Apache Point Observatory (APO),2009ApJ...707.1707R,1,1,2.147,2.147,,
471,09-39-37-92__CoRoT_1_b_3.10951_4094_1.tbl,CoRoT-1 b,Eclipse,Deming et al. 2011,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2011ApJ...726...95D,2,2,3.6,4.5,,
472,15-44-07-11__GJ_1214_b_3.10969_3420_1.tbl,GJ 1214 b,Transmission,Gillon et al. 2014,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2014A&A...563A..21G,4,4,3.6,4.5,,
473,16-45-80-95__Kepler_127_d_3.212_3665_2.tbl,Kepler-127 d,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
474,25-44-36-43__Kepler_25_b_3.213_3665_2.tbl,Kepler-25 b,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
475,23-04-56-51__Kepler_93_b_3.216_3665_2.tbl,Kepler-93 b,Transmission,D&eacute;sert et al. 2015,Kepler CCD Array,The Kepler Mission,2015ApJ...804...59D,1,1,0.6,0.6,,
476,13-60-41-30__HAT_P_3_b_3.11023_3991_1.tbl,HAT-P-3 b,Transmission,Ricci et al. 2017,CCD camera,0.51m KPNO Visitor Center Telescope (KPNO-VCT) at Kitt Peak National Observatory (KPNO),2017PASP..129f4401R,2,2,0.4407,0.9222,,
477,97-01-01-57__HD_189733_b_3.11185_3636_1.tbl,HD 189733 b,Transmission,Di Gloria et al. 2015,HARPS Echelle Spectrograph,European Southern Observatory's 3.6 meter Telescope,2015A&A...580A..84D,7,7,0.395,0.675,,
478,20-04-94-68__HD_97658_b_3.11371_3424_1.tbl,HD 97658 b,Transmission,Knutson et al. 2014,Wide Field Camera 3,Hubble Space Telescope satellite,2014ApJ...794..155K,28,28,1.132,1.622,,
479,02-01-49-01__TrES_4_b_3.11432_4079_1.tbl,TrES-4 b,Eclipse,Knutson et al. 2009,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,2009ApJ...691..866K,4,4,3.6,8.0,,
480,05-23-48-18__WASP_12_b_3.11441_4093_1.tbl,WASP-12 b,Eclipse,Croll et al. 2011,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2011AJ....141...30C,3,3,1.253,2.146,,
481,89-32-55-34__WASP_18_b_3.11447_5159_2.tbl,WASP-18 b,Eclipse,Coulombe et al. 2023,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2023Natur.620..292C,408,408,0.85432,2.82705,,
482,76-59-30-63__WASP_43_b_3.11469_3638_1.tbl,WASP-43 b,Eclipse,Kreidberg et al. 2014,Wide Field Camera 3,Hubble Space Telescope satellite,2014ApJ...793L..27K,15,15,1.1425,1.6325,,
483,64-27-39-52__WASP_46_b_3.11472_3701_4.tbl,WASP-46 b,Transmission,Ciceri et al. 2016,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,2016MNRAS.456..990C,4,4,0.477,0.9134,,
484,49-70-70-95__WASP_79_b_3.11520_4598_4.tbl,WASP-79 b,Transmission,Sotzen et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....159....5S,15,15,1.143,1.632,,
485,70-85-48-26__TRAPPIST_1_c_3.11877_5196_1.tbl,TRAPPIST-1 c,Eclipse,Zieba et al. 2023,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2023Natur.620..746Z,1,1,15.0,15.0,,
486,00-76-51-96__WASP_101_b_3.11672_5197_1.tbl,WASP-101 b,Transmission,Rathcke et al. 2023,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2023MNRAS.522..582R,26,26,0.3398,0.9772,,
487,10-95-63-09__LTT_9779_b_3.12596_5198_1.tbl,LTT 9779 b,Transmission,Edwards et al. 2023,Wide Field Camera 3,Hubble Space Telescope satellite,2023AJ....166..158E,38,38,0.8375,1.62945,,
488,98-69-81-14__HD_189733_b_3.11185_5199_1.tbl,HD 189733 b,Transmission,Cubillos et al. 2023,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2023A&A...671A.170C,15,15,0.22975,0.30437,,
489,75-69-22-18__HD_189733_b_3.11185_5199_2.tbl,HD 189733 b,Transmission,Cubillos et al. 2023,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2023A&A...671A.170C,10,10,0.23094,0.30303,,
490,84-92-24-86__HD_189733_b_3.11185_5199_3.tbl,HD 189733 b,Transmission,Cubillos et al. 2023,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2023A&A...671A.170C,3,3,0.24051,0.29501,,
491,10-30-25-01__GJ_1214_b_3.10969_5145_2.tbl,GJ 1214 b,Transmission,Kempton et al. 2023,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2023Natur.620...67K,14,14,5.2817,11.747,,
492,30-41-53-09__WASP_79_b_3.11520_5208_1.tbl,WASP-79 b,Transmission,Gressier et al. 2023,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,2023A&A...672A..34G,6,6,0.2387,0.2986,,
493,07-30-06-84__WASP_189_b_3.13084_5211_1.tbl,WASP-189 b,Transmission,Sreejith et al. 2023,CUTE NUV Spectrograph,Colorado Ultraviolet Transit Experiment (CUTE),2023ApJ...954L..23S,11,11,0.251,0.324,,
494,56-50-32-92__TOI_270_d_3.12406_5212_1.tbl,TOI-270 d,Transmission,Mikal-Evans et al. 2023,Wide Field Camera 3,Hubble Space Telescope satellite,2023AJ....165...84M,28,28,1.135,1.634,,
495,62-16-87-90__WASP_127_b_3.11973_5124_1.tbl,WASP-127 b,Transmission,Skaf et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....160..109S,25,25,1.1262,1.6295,,
496,30-06-34-05__WASP_79_b_3.11520_5124_2.tbl,WASP-79 b,Transmission,Skaf et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....160..109S,25,25,1.1262,1.6295,,
497,92-90-60-39__WASP_62_b_3.11544_5124_3.tbl,WASP-62 b,Transmission,Skaf et al. 2020,Wide Field Camera 3,Hubble Space Telescope satellite,2020AJ....160..109S,25,25,1.1262,1.6295,,
498,15-92-11-60__HAT_P_41_b_3.11534_5219_42.tbl,HAT-P-41 b,Transmission,Changeat et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJS..260....3C,25,25,1.1263,1.6295,,
499,35-61-43-20__HAT_P_7_b_3.8_5219_43.tbl,HAT-P-7 b,Transmission,Changeat et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJS..260....3C,25,25,1.1263,1.6295,,
500,04-17-09-01__HAT_P_32_b_3.11017_5219_41.tbl,HAT-P-32 b,Transmission,Changeat et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJS..260....3C,25,25,1.1263,1.6295,,
501,66-11-88-56__HD_189733_b_3.11185_5219_44.tbl,HD 189733 b,Transmission,Changeat et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJS..260....3C,25,25,1.1263,1.6295,,
502,52-19-28-34__HD_209458_b_3.11218_5219_45.tbl,HD 209458 b,Transmission,Changeat et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJS..260....3C,25,25,1.1263,1.6295,,
503,56-77-72-65__KELT_1_b_3.11521_5219_49.tbl,KELT-1 b,Transmission,Changeat et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJS..260....3C,25,25,1.1263,1.6295,,
504,82-27-32-68__WASP_103_b_3.11649_5219_55.tbl,WASP-103 b,Transmission,Changeat et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJS..260....3C,25,25,1.1263,1.6295,,
505,69-45-82-15__KELT_7_b_3.11769_5219_54.tbl,KELT-7 b,Transmission,Changeat et al. 2022,Wide Field Camera 3,Hubble Space Telescope satellite,2022ApJS..260....3C,25,25,1.1263,1.6295,,
